,relFix,text_id,sentence_id,word_id,TRT,nfix,word,word_length
0,0.11991163156738478,12,1.0,1,578.25,3.1666666666666665,регистрационный,15
1,0.047944080802757555,12,1.0,2,239.30555555555554,1.2222222222222223,номер,5
2,0.08217600964062433,12,1.0,3,419.75,2.0833333333333335,транспортного,13
3,0.04528722333210553,12,1.0,4,226.5,1.1666666666666667,средства,8
4,0.005163348309858822,12,1.0,5,28.36111111111111,0.08333333333333333,—,1
5,0.006254930487848611,12,1.0,6,50.416666666666664,0.19444444444444445,это,3
6,0.0875544395163383,12,1.0,7,428.8333333333333,2.0277777777777777,металлическая,13
7,0.024822440515698135,12,1.0,8,143.47222222222223,0.6666666666666666,или,3
8,0.08945293381724834,12,1.0,9,484.80555555555554,2.0833333333333335,пластиковая,11
9,0.04710953094072922,12,1.0,10,224.77777777777777,1.3055555555555556,"табличка,",9
10,0.06074862233700226,12,1.0,11,261.1666666666667,1.3888888888888888,которая,7
11,0.07490070115279475,12,1.0,12,324.0,1.6666666666666667,помещается,10
12,0.015192185701360238,12,1.0,13,71.22222222222223,0.3888888888888889,на,2
13,0.08699559995744496,12,1.0,14,429.5833333333333,1.9166666666666667,транспортное,12
14,0.05624517079381286,12,1.0,15,272.9166666666667,1.3055555555555556,средство,8
15,0.007316733224071466,12,1.0,16,46.166666666666664,0.19444444444444445,в,1
16,0.05298659085462838,12,1.0,17,234.63888888888889,1.1111111111111112,целях,5
17,0.08993782704829091,12,1.0,18,417.8333333333333,2.0277777777777777,идентификации.,14
18,0.033795958730206375,12,2.0,19,138.0,0.6666666666666666,все,3
19,0.08916439685014238,12,2.0,20,363.6666666666667,1.6388888888888888,страны,6
20,0.061531816721033965,12,2.0,21,272.55555555555554,1.6666666666666667,требуют,7
21,0.11562209779830208,12,2.0,22,571.9166666666666,2.6666666666666665,регистрационных,15
22,0.05847605079228094,12,2.0,23,253.61111111111111,1.25,знаков,6
23,0.022942008091657865,12,2.0,24,120.91666666666667,0.6666666666666666,для,3
24,0.0698523844002636,12,2.0,25,299.02777777777777,1.3888888888888888,таких,5
25,0.07252445630945419,12,2.0,26,346.1111111111111,1.6111111111111112,наземных,8
26,0.07727067238457502,12,2.0,27,356.72222222222223,1.8888888888888888,транспортных,12
27,0.04420691697814023,12,2.0,28,204.83333333333334,1.1111111111111112,"средств,",8
28,0.011027655889275657,12,2.0,29,55.27777777777778,0.2777777777777778,как,3
29,0.07878563381542687,12,2.0,30,368.77777777777777,1.6666666666666667,легковые,8
30,0.0054921525013915725,12,2.0,31,24.416666666666668,0.1388888888888889,и,1
