,relFix,text_id,sentence_id,word_id,TRT,nfix,word,word_length
0,0.02980618837952908,3,1.0,1,124.70731707317073,0.6829268292682927,in,2
1,0.15820493291939763,3,1.0,2,693.6341463414634,3.341463414634146,competitive,11
2,0.08319130692755676,3,1.0,3,371.1219512195122,1.7560975609756098,"sports,",7
3,0.11705233711749238,3,1.0,4,501.9512195121951,2.292682926829268,doping,6
4,0.03483470429229669,3,1.0,5,147.73170731707316,0.7317073170731707,is,2
5,0.066809141885352,3,1.0,6,281.1219512195122,1.5365853658536586,the,3
6,0.049730110051022694,3,1.0,7,210.73170731707316,1.0975609756097562,use,3
7,0.034713664464940584,3,1.0,8,163.2439024390244,0.7804878048780488,of,2
8,0.07273057592721782,3,1.0,9,314.5365853658537,1.6585365853658536,banned,6
9,0.08909404060104648,3,1.0,10,395.2682926829268,1.975609756097561,performance-,12
10,0.079413772307529,3,1.0,11,335.609756097561,1.4146341463414633,enhancing,9
11,0.031018846948997633,3,1.0,12,148.8780487804878,0.7560975609756098,drugs,5
12,0.020425192904380534,3,1.0,13,96.8780487804878,0.43902439024390244,by,2
13,0.05091982784457661,3,1.0,14,219.0731707317073,1.146341463414634,athletic,8
14,0.08205535742866354,3,1.0,15,339.8536585365854,1.6097560975609757,competitors.,12
15,0.04706578859265238,3,2.0,16,153.29268292682926,0.8048780487804879,the,3
16,0.06492273810651067,3,2.0,17,220.34146341463415,1.170731707317073,term,4
17,0.09498846249215546,3,2.0,18,295.7317073170732,1.3902439024390243,doping,6
18,0.025198371760404042,3,2.0,19,113.17073170731707,0.6829268292682927,is,2
19,0.09687537054302191,3,2.0,20,380.6585365853659,1.8780487804878048,widely,6
20,0.052248509662458344,3,2.0,21,243.85365853658536,1.1219512195121952,used,4
21,0.04371943664713664,3,2.0,22,171.0,0.8780487804878049,by,2
22,0.13192474678875188,3,2.0,23,536.4146341463414,2.5121951219512195,organizations,13
23,0.060816192185096284,3,2.0,24,268.0,1.2195121951219512,which,5
24,0.11482865089937448,3,2.0,25,461.780487804878,2.1951219512195124,regulate,8
25,0.12658144852471157,3,2.0,26,542.9756097560976,2.1707317073170733,sporting,8
26,0.14083028379772594,3,2.0,27,538.170731707317,2.5365853658536586,competitions.,13
27,0.02137320078414682,3,3.0,28,147.0731707317073,0.7317073170731707,the,3
28,0.03722954022687433,3,3.0,29,254.6829268292683,1.146341463414634,use,3
29,0.02628525997556851,3,3.0,30,168.0487804878049,0.7804878048780488,of,2
30,0.030158431686152395,3,3.0,31,199.14634146341464,1.024390243902439,drugs,5
31,0.014634766484040999,3,3.0,32,90.21951219512195,0.5365853658536586,to,2
32,0.03700918762682633,3,3.0,33,223.0,1.170731707317073,enhance,7
33,0.06485563594726886,3,3.0,34,413.5365853658537,2.1219512195121952,performance,11
34,0.01819780328348364,3,3.0,35,126.09756097560975,0.7560975609756098,is,2
35,0.04460751075756898,3,3.0,36,286.5853658536585,1.4390243902439024,largely,7
36,0.060861575718247914,3,3.0,37,402.7560975609756,1.7073170731707317,considered,10
37,0.06385021164040004,3,3.0,38,424.9268292682927,1.853658536585366,"unethical,",10
38,0.01991188780566024,3,3.0,39,130.0731707317073,0.7073170731707317,and,3
39,0.025717282637945076,3,3.0,40,154.609756097561,0.7073170731707317,is,2
40,0.04641336733550868,3,3.0,41,304.2682926829268,1.4878048780487805,therefore,9
41,0.06232062846923642,3,3.0,42,394.3414634146341,1.7804878048780488,prohibited,10
42,0.009854654434995528,3,3.0,43,63.390243902439025,0.3170731707317073,by,2
43,0.038219041156245845,3,3.0,44,270.0243902439024,1.146341463414634,most,4
44,0.08833951270691541,3,3.0,45,630.2439024390244,2.6097560975609757,international,13
45,0.02623137880969942,3,3.0,46,165.8048780487805,1.024390243902439,sports,6
46,0.06666308872702,3,3.0,47,403.1951219512195,2.073170731707317,"organizations,",14
47,0.05054948066999761,3,3.0,48,319.1463414634146,1.5609756097560976,including,9
48,0.003797924322876603,3,3.0,49,22.682926829268293,0.17073170731707318,the,3
49,0.05838308777570205,3,3.0,50,378.4634146341463,1.7317073170731707,international,13
50,0.04081852820426208,3,3.0,51,251.53658536585365,1.2926829268292683,olympic,7
51,0.04371701281335541,3,3.0,52,295.2439024390244,1.4146341463414633,committee.,10
52,0.060877290539241916,3,4.0,53,373.1707317073171,1.7804878048780488,"furthermore,",12
53,0.06307003235951082,3,4.0,54,371.5609756097561,1.6829268292682926,athletes,8
54,0.02447218798802146,3,4.0,55,144.73170731707316,0.6829268292682927,who,3
55,0.03844108577692144,3,4.0,56,232.90243902439025,1.1219512195121952,take,4
56,0.044269840678594796,3,4.0,57,270.7317073170732,1.3658536585365855,explicit,8
57,0.04358307459522245,3,4.0,58,260.7560975609756,1.4634146341463414,measures,8
58,0.004147334112263824,3,4.0,59,22.536585365853657,0.14634146341463414,to,2
59,0.061136896035473134,3,4.0,60,349.5121951219512,1.3414634146341464,evade,5
60,0.11457784766148499,3,4.0,61,674.6585365853658,3.024390243902439,detection,9
61,0.12579168419716144,3,4.0,62,769.4878048780488,3.097560975609756,exacerbate,10
62,0.02611280417994195,3,4.0,63,145.70731707317074,0.6829268292682927,the,3
63,0.08142094557655323,3,4.0,64,522.8048780487804,2.292682926829268,ethical,7
64,0.06630248369857608,3,4.0,65,398.8780487804878,1.9268292682926829,violation,9
65,0.02630194777037194,3,4.0,66,163.9268292682927,0.7804878048780488,with,4
66,0.052955374000729645,3,4.0,67,319.4634146341463,1.5365853658536586,overt,5
67,0.0808731929025703,3,4.0,68,487.9756097560976,2.1219512195121952,deception,9
