,relFix,TRT,countFix,word_id,word_id_orig,text_id,sentence_id,word_length
0,,,0.0,There,There_0,a_Rhine_2,1,3
1,0.0338691159586682,59.0,0.14285714285714285,are,are_0,a_Rhine_2,1,4
2,0.0163112121540182,452.0,0.5714285714285714,some,some_0,a_Rhine_2,1,7
3,0.02580536172695243,106.0,0.5714285714285714,common,common_0,a_Rhine_2,1,3
4,0.05617235999669372,233.25,1.8571428571428572,misconceptions,misconceptions_0,a_Rhine_2,1,4
5,0.0454383603906721,119.6,1.1428571428571428,about,about_0,a_Rhine_2,1,7
6,0.03188662939809293,110.0,0.5714285714285714,the,the_0,a_Rhine_2,1,3
7,0.030730709319326262,133.4,1.0,outer,outer_0,a_Rhine_2,1,1
8,0.0348539210661199,68.0,0.14285714285714285,and,and__0,a_Rhine_2,1,6
9,0.0500657219737565,177.0,1.1428571428571428,inner,inner_0,a_Rhine_2,1,9
10,0.0179379252516372,139.33333333333334,0.5714285714285714,chloroplast,chloroplast_0,a_Rhine_2,1,5
11,0.025492111620551802,493.0,1.5714285714285714,membranes.,membranes._0,a_Rhine_2,1,3
12,0.02019455073508765,151.75,1.0,The,The_1,a_Rhine_2,1,3
13,0.029234706553328323,155.5,1.2857142857142858,fact,fact_0,a_Rhine_2,1,1
14,0.02654090443253465,192.0,1.2857142857142858,that,that_0,a_Rhine_2,1,2
15,0.04739374828416802,364.4,2.857142857142857,chloroplasts,chloroplasts_0,a_Rhine_2,1,3
16,0.0359069114170182,178.75,1.1428571428571428,are,are_1,a_Rhine_2,1,11
17,0.028912645336213082,175.4,1.7142857142857142,surrounded,surrounded_0,a_Rhine_2,1,8
18,0.00850070348171155,155.0,0.42857142857142855,by,by_0,a_Rhine_2,1,4
19,0.0178425714500105,131.0,0.5714285714285714,a,a_0,a_Rhine_2,2,2
20,0.023680691167237124,127.25,0.8571428571428571,double,double_0,a_Rhine_2,2,9
21,0.009723088931804399,65.0,0.2857142857142857,membrane,membrane_0,a_Rhine_2,2,7
22,0.016524972412805466,168.0,0.8571428571428571,is,is_0,a_Rhine_2,2,2
23,0.03672384221775922,411.0,1.8571428571428572,often,often_0,a_Rhine_2,2,3
24,0.04177358166067587,337.5,1.8571428571428572,cited,cited_0,a_Rhine_2,2,3
25,0.01846064718637755,431.0,1.2857142857142858,as,as_0,a_Rhine_2,2,4
26,0.03995080969618642,141.0,1.4285714285714286,evidence,evidence_0,a_Rhine_2,2,4
27,0.033565577215914646,286.0,1.5714285714285714,that,that_1,a_Rhine_2,2,7
28,0.02407407262624505,235.0,0.7142857142857143,they,they_0,a_Rhine_2,2,7
29,0.033467029249069496,126.25,0.8571428571428571,are,are_2,a_Rhine_2,2,6
30,0.02869493742593175,617.5,1.2857142857142858,the,the_2,a_Rhine_2,2,6
31,0.023945802436728076,200.5,1.4285714285714286,descendants,descendants_0,a_Rhine_2,2,2
32,0.027748917481310666,174.66666666666666,0.7142857142857143,of,of_0,a_Rhine_2,2,3
33,0.03461956548988053,282.6666666666667,1.4285714285714286,endosymbiotic,endosymbiotic_0,a_Rhine_2,2,6
34,0.04502856246590655,793.5,4.428571428571429,cyanobacteria.,cyanobacteria._0,a_Rhine_2,2,13
35,0.025599923044813098,331.0,1.5714285714285714,This,This_0,a_Rhine_2,2,3
36,0.03526930421201057,183.66666666666666,0.8571428571428571,is,is_1,a_Rhine_2,3,3
37,0.025227236220418833,274.3333333333333,1.1428571428571428,often,often_1,a_Rhine_2,3,4
38,0.0239736865525423,332.3333333333333,1.7142857142857142,interpreted,interpreted_0,a_Rhine_2,3,5
39,0.006340444577055,85.0,0.2857142857142857,as,as_1,a_Rhine_2,3,8
40,0.0308395562192998,470.6666666666667,2.142857142857143,meaning,meaning_0,a_Rhine_2,3,8
41,0.0051789806289725005,103.5,0.2857142857142857,the,the_3,a_Rhine_2,3,3
42,0.0140823866921959,183.0,0.42857142857142855,outer,outer_1,a_Rhine_2,3,6
43,0.09242786695933451,289.6666666666667,0.8571428571428571,chloroplast,chloroplast_1,a_Rhine_2,3,4
44,0.031252947958947036,619.6666666666666,2.857142857142857,membrane,membrane_1,a_Rhine_2,3,3
45,0.042087270577646343,244.0,2.0,is,is_2,a_Rhine_2,3,3
46,0.020781458534523265,244.33333333333334,1.4285714285714286,the,the_4,a_Rhine_2,3,7
47,0.021201980327037573,181.75,1.4285714285714286,product,product_0,a_Rhine_2,3,5
48,0.023229764452740574,131.75,0.7142857142857143,of,of_1,a_Rhine_2,3,7
49,0.042050350463577524,192.0,1.2857142857142858,the,the_5,a_Rhine_2,3,9
50,0.008636912281695533,119.66666666666667,0.7142857142857143,host's,host's_0,a_Rhine_2,4,6
51,0.0100828122366212,156.0,0.5714285714285714,cell,cell_0,a_Rhine_2,4,4
52,0.020565887630591334,174.33333333333334,1.0,membrane,membrane_2,a_Rhine_2,4,5
53,0.03534517372446427,119.0,0.5714285714285714,infolding,infolding_0,a_Rhine_2,4,3
54,0.061682133286623204,97.0,0.2857142857142857,to,to_0,a_Rhine_2,4,5
55,0.0775280898876404,69.0,0.14285714285714285,form,form_0,a_Rhine_2,4,5
56,0.0078308253040308,217.0,0.14285714285714285,a,a_1,a_Rhine_2,4,6
57,0.025549952445218748,668.0,2.0,vesicle,vesicle_0,a_Rhine_2,4,7
58,0.0199920609144383,554.0,0.5714285714285714,to,to_1,a_Rhine_2,4,4
59,0.047359284527573584,294.2,1.8571428571428572,surround,surround_0,a_Rhine_2,4,7
60,0.013535157228377866,118.66666666666667,0.5714285714285714,the,the_6,a_Rhine_2,4,3
