,word_id_orig,TRT,FixCount,Scan_path,Span_word_is_in,text_id,worker_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,Ein_0,237.0,1,[24],,meco_para_12,A3CE1ODWO0BSPX,1,Ein,1,3,False,0.5901639344262295,NR,0.07662463627546072
1,Fahrzeugkennzeichen_0,1155.0,14,"[8, 23, 25, 26, 47, 48, 50, 51, 62, 63, 76, 88, 97, 98]",,meco_para_12,A3CE1ODWO0BSPX,14,Fahrzeugkennzeichen,1,19,False,0.5901639344262295,NR,0.3734238603297769
2,ist_0,306.0,2,"[32, 49]",,meco_para_12,A3CE1ODWO0BSPX,2,ist,1,3,False,0.5901639344262295,NR,0.09893307468477207
3,ein_1,67.0,1,[52],,meco_para_12,A3CE1ODWO0BSPX,1,ein,1,3,False,0.5901639344262295,NR,0.021661817006142902
4,Metall-_0,307.0,3,"[39, 53, 68]",,meco_para_12,A3CE1ODWO0BSPX,3,Metall-,1,7,False,0.5901639344262295,NR,0.09925638538635628
5,oder_0,,0,[],,meco_para_12,A3CE1ODWO0BSPX,0,oder,1,4,False,0.5901639344262295,NR,
6,"Kunststoffschild,_0",305.0,4,"[22, 40, 79, 80]",,meco_para_12,A3CE1ODWO0BSPX,4,"Kunststoffschild,",1,17,False,0.5901639344262295,NR,0.09860976398318784
7,das_0,,0,[],,meco_para_12,A3CE1ODWO0BSPX,0,das,1,3,False,0.5901639344262295,NR,
8,zur_0,68.0,1,[56],,meco_para_12,A3CE1ODWO0BSPX,1,zur,1,3,False,0.5901639344262295,NR,0.021985127707727127
9, amtlichen_0,340.0,4,"[16, 44, 60, 71]",,meco_para_12,A3CE1ODWO0BSPX,4, amtlichen,1,10,False,0.5901639344262295,NR,0.10992563853863563
10,Identifizierung_0,,0,[],,meco_para_12,A3CE1ODWO0BSPX,0,Identifizierung,1,15,False,0.5901639344262295,NR,
11,an_0,171.0,2,"[33, 89]",,meco_para_12,A3CE1ODWO0BSPX,2,an,1,2,False,0.5901639344262295,NR,0.055286129970902036
12,einem_0,68.0,1,[90],,meco_para_12,A3CE1ODWO0BSPX,1,einem,1,5,False,0.5901639344262295,NR,0.021985127707727127
13,Fahrzeug_0,,0,[],,meco_para_12,A3CE1ODWO0BSPX,0,Fahrzeug,1,8,False,0.5901639344262295,NR,
14,angebracht_0,,0,[],,meco_para_12,A3CE1ODWO0BSPX,0,angebracht,1,10,False,0.5901639344262295,NR,
15,ist._1,69.0,1,[70],,meco_para_12,A3CE1ODWO0BSPX,1,ist.,1,4,False,0.5901639344262295,NR,0.02230843840931135
16,In_0,,0,[],,meco_para_12,A3CE1ODWO0BSPX,0,In,2,2,False,0.5901639344262295,NR,
17,allen_0,237.0,3,"[65, 81, 82]",,meco_para_12,A3CE1ODWO0BSPX,3,allen,2,5,False,0.5901639344262295,NR,0.18429237947122862
18, Landern’_0,102.0,1,[15],,meco_para_12,A3CE1ODWO0BSPX,1, Landern’,2,9,False,0.5901639344262295,NR,0.07931570762052877
19,sind_0,,0,[],,meco_para_12,A3CE1ODWO0BSPX,0,sind,2,4,False,0.5901639344262295,NR,
20,solche_0,68.0,1,[42],,meco_para_12,A3CE1ODWO0BSPX,1,solche,2,6,False,0.5901639344262295,NR,0.05287713841368585
21,Kennzeichen_0,271.0,3,"[10, 75, 219]",,meco_para_12,A3CE1ODWO0BSPX,3,Kennzeichen,2,11,False,0.5901639344262295,NR,0.21073094867807154
22,fiir_0,169.0,2,"[11, 100]",,meco_para_12,A3CE1ODWO0BSPX,2,fiir,2,4,False,0.5901639344262295,NR,0.13141524105754276
23,Stra&enfahrzeuge_0,67.0,1,[69],,meco_para_12,A3CE1ODWO0BSPX,1,Stra&enfahrzeuge,2,16,False,0.5901639344262295,NR,0.052099533437014
24,wie_0,101.0,1,[13],,meco_para_12,A3CE1ODWO0BSPX,1,wie,2,3,False,0.5901639344262295,NR,0.07853810264385692
25,"Autos,_0",,0,[],,meco_para_12,A3CE1ODWO0BSPX,0,"Autos,",2,6,False,0.5901639344262295,NR,
26,Lastwagen_0,,0,[],,meco_para_12,A3CE1ODWO0BSPX,0,Lastwagen,2,9,False,0.5901639344262295,NR,
27,und_0,135.0,2,"[66, 104]",,meco_para_12,A3CE1ODWO0BSPX,2,und,2,3,False,0.5901639344262295,NR,0.10497667185069985
28,Motorrader_0,68.0,1,[21],,meco_para_12,A3CE1ODWO0BSPX,1,Motorrader,2,10,False,0.5901639344262295,NR,0.05287713841368585
29,erforderlich._0,68.0,1,[18],,meco_para_12,A3CE1ODWO0BSPX,1,erforderlich.,2,13,False,0.5901639344262295,NR,0.05287713841368585
30,Ob_0,,0,[],meco_para_12_qa_2 ,meco_para_12,A3CE1ODWO0BSPX,0,Ob,3,2,False,0.5901639344262295,NR,
31,sie_0,70.0,1,[96],meco_para_12_qa_2 ,meco_para_12,A3CE1ODWO0BSPX,1,sie,3,3,False,0.5901639344262295,NR,0.05259203606311044
32,fir_0,102.0,1,[220],meco_para_12_qa_2 ,meco_para_12,A3CE1ODWO0BSPX,1,fir,3,3,False,0.5901639344262295,NR,0.07663410969196092
33,andere_0,239.0,2,"[91, 92]",meco_para_12_qa_2 ,meco_para_12,A3CE1ODWO0BSPX,2,andere,3,6,False,0.5901639344262295,NR,0.17956423741547708
34,Fahrzeuge_0,,0,[],meco_para_12_qa_2 ,meco_para_12,A3CE1ODWO0BSPX,0,Fahrzeuge,3,9,False,0.5901639344262295,NR,
35,wie_1,,0,[],meco_para_12_qa_2 ,meco_para_12,A3CE1ODWO0BSPX,0,wie,3,3,False,0.5901639344262295,NR,
36,"Fahrrader,_0",68.0,1,[94],meco_para_12_qa_2 ,meco_para_12,A3CE1ODWO0BSPX,1,"Fahrrader,",3,10,False,0.5901639344262295,NR,0.05108940646130729
37,Boote_0,69.0,1,[83],meco_para_12_qa_2 ,meco_para_12,A3CE1ODWO0BSPX,1,Boote,3,5,False,0.5901639344262295,NR,0.051840721262208865
38,oder_1,204.0,2,"[103, 116]",meco_para_12_qa_2 ,meco_para_12,A3CE1ODWO0BSPX,2,oder,3,4,False,0.5901639344262295,NR,0.15326821938392185
39,Traktoren’_0,137.0,2,"[105, 106]",meco_para_12_qa_2 ,meco_para_12,A3CE1ODWO0BSPX,2,Traktoren’,3,10,False,0.5901639344262295,NR,0.10293012772351616
40,erforderlich_1,,0,[],meco_para_12_qa_2 ,meco_para_12,A3CE1ODWO0BSPX,0,erforderlich,3,12,False,0.5901639344262295,NR,
41,—_0,,0,[],meco_para_12_qa_2 ,meco_para_12,A3CE1ODWO0BSPX,0,—,3,1,False,0.5901639344262295,NR,
42,"sind,_1",69.0,1,[95],meco_para_12_qa_2 ,meco_para_12,A3CE1ODWO0BSPX,1,"sind,",3,5,False,0.5901639344262295,NR,0.051840721262208865
43,kann_0,,0,[],meco_para_12_qa_2 meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,0,kann,3,4,False,0.5901639344262295,NR,
44,je_0,,0,[],meco_para_12_qa_2 meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,0,je,3,2,False,0.5901639344262295,NR,
45,nach_0,67.0,1,[218],meco_para_12_qa_2 meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,1,nach,3,4,False,0.5901639344262295,NR,0.05033809166040571
46,Rechtssprechung_0,101.0,1,[115],meco_para_12_qa_2 meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,1,Rechtssprechung,3,15,False,0.5901639344262295,NR,0.07588279489105935
47,variieren._0,205.0,3,"[3, 4, 93]",meco_para_12_qa_2 meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,3,variieren.,3,10,False,0.5901639344262295,NR,0.15401953418482345
48,Die_0,,0,[],meco_para_12_qa_2 meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,0,Die,4,3,False,0.5901639344262295,NR,
49, Registrierungskennung_0,305.0,4,"[5, 84, 101, 102]",meco_para_12_qa_2 meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,4, Registrierungskennung,4,22,False,0.5901639344262295,NR,0.13775971093044265
50,besteht_0,171.0,2,"[107, 143]",meco_para_12_qa_2 meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,2,besteht,4,7,False,0.5901639344262295,NR,0.07723577235772358
51,aus_0,308.0,3,"[20, 144, 157]",meco_para_12_qa_2 meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,3,aus,4,3,False,0.5901639344262295,NR,0.13911472448057813
52,einer_0,408.0,4,"[19, 111, 155, 156]",meco_para_12_qa_2 meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,4,einer,4,5,False,0.5901639344262295,NR,0.1842818428184282
53,Reihe_0,,0,[],meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,0,Reihe,4,5,False,0.5901639344262295,NR,
54,von_0,,0,[],meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,0,von,4,3,False,0.5901639344262295,NR,
55, Buchstaben_0,,0,[],meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,0, Buchstaben,4,11,False,0.5901639344262295,NR,
56,und_1,,0,[],meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,0,und,4,3,False,0.5901639344262295,NR,
57,"Ziffern,_0",,0,[],meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,0,"Ziffern,",4,8,False,0.5901639344262295,NR,
58,die_1,103.0,1,[2],meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,1,die,4,3,False,0.5901639344262295,NR,0.04652213188798555
59,den_0,,0,[],meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,0,den,4,3,False,0.5901639344262295,NR,
60, Fahrzeughalter_0,102.0,1,[140],meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,1, Fahrzeughalter,4,15,False,0.5901639344262295,NR,0.04607046070460705
61,eindeutig_0,136.0,2,"[117, 166]",meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,2,eindeutig,4,9,False,0.5901639344262295,NR,0.06142728093947606
62,im_0,170.0,2,"[6, 7]",meco_para_12_qa_3 ,meco_para_12,A3CE1ODWO0BSPX,2,im,4,2,False,0.5901639344262295,NR,0.07678410117434507
