,word_id_orig,TRT,FixCount,Scan_path,Span_word_is_in,text_id,worker_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,La_0,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,La,1,2,True,0.21428571428571427,NR,
1,patente_0,63.0,1,[20],,meco_para_12,A1N8TDZU0YF6B1,1,patente,1,7,True,0.21428571428571427,NR,0.14617169373549885
2,de_0,96.0,1,[19],,meco_para_12,A1N8TDZU0YF6B1,1,de,1,2,True,0.21428571428571427,NR,0.22273781902552203
3,un_0,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,un,1,2,True,0.21428571428571427,NR,
4,vehiculo_0,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,vehiculo,1,8,True,0.21428571428571427,NR,
5,es_0,104.0,1,[4],,meco_para_12,A1N8TDZU0YF6B1,1,es,1,2,True,0.21428571428571427,NR,0.24129930394431554
6,una_0,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,una,1,3,True,0.21428571428571427,NR,
7,placa_0,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,placa,1,5,True,0.21428571428571427,NR,
8,de_1,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,de,1,2,True,0.21428571428571427,NR,
9,metal_0,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,metal,1,5,True,0.21428571428571427,NR,
10,o_0,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,o,1,1,True,0.21428571428571427,NR,
11, plastico_0,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0, plastico,1,9,True,0.21428571428571427,NR,
12,fijada_0,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,fijada,1,6,True,0.21428571428571427,NR,
13,al_0,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,al,1,2,True,0.21428571428571427,NR,
14,vehiculo_1,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,vehiculo,1,8,True,0.21428571428571427,NR,
15,con_0,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,con,1,3,True,0.21428571428571427,NR,
16,el_0,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,el,1,2,True,0.21428571428571427,NR,
17,propdsito_0,104.0,1,[30],,meco_para_12,A1N8TDZU0YF6B1,1,propdsito,1,9,True,0.21428571428571427,NR,0.24129930394431554
18,de_2,,0,[],,meco_para_12,A1N8TDZU0YF6B1,0,de,1,2,True,0.21428571428571427,NR,
19,identificacién_0,64.0,1,[18],,meco_para_12,A1N8TDZU0YF6B1,1,identificacién,1,14,True,0.21428571428571427,NR,0.14849187935034802
