,word_id_orig,TRT,FixCount,scanPath,Span_word_is_in,text_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,In_0,,0,[],meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,0,In,1,2,True,0.03580562659846547,NR,
1,der_0,,0,[],meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,0,der,1,3,True,0.03580562659846547,NR,
2,alten_0,,0,[],meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,0,alten,1,5,True,0.03580562659846547,NR,
3,rémischen’_0,,0,[],meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,0,rémischen’,1,10,True,0.03580562659846547,NR,
4,Religion_0,,0,[],meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,0,Religion,1,8,True,0.03580562659846547,NR,
5,und_0,,0,[],meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,0,und,1,3,True,0.03580562659846547,NR,
6,Mythologie_0,52.0,1,[177],meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,1,Mythologie,1,10,True,0.03580562659846547,NR,0.18118466898954705
7,ist_0,89.0,1,[41],meco_para_1_qa_0 ,meco_para_1,1,ist,1,3,True,0.03580562659846547,NR,0.31010452961672474
8,Janus_0,,0,[],meco_para_1_qa_0 ,meco_para_1,0,Janus,1,5,True,0.03580562659846547,NR,
9,der_1,,0,[],meco_para_1_qa_0 ,meco_para_1,0,der,1,3,True,0.03580562659846547,NR,
10,Gott_0,146.0,1,[212],meco_para_1_qa_0 ,meco_para_1,1,Gott,1,4,True,0.03580562659846547,NR,0.5087108013937283
11,des_0,,0,[],meco_para_1_qa_0 ,meco_para_1,0,des,1,3,True,0.03580562659846547,NR,
12,Anfangs_0,,0,[],meco_para_1_qa_0 ,meco_para_1,0,Anfangs,1,7,True,0.03580562659846547,NR,
13,und_1,,0,[],meco_para_1_qa_0 ,meco_para_1,0,und,1,3,True,0.03580562659846547,NR,
