,word_id_orig,TRT,FixCount,scanPath,Span_word_is_in,text_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,Ein_0,,0,[],,meco_para_12,0,Ein,1,3,True,0.7355163727959698,NR,
1,Fahrzeugkennzeichen_0,192.0,2,"[11, 81]",,meco_para_12,2,Fahrzeugkennzeichen,1,19,True,0.7355163727959698,NR,0.09514370664023786
2,ist_0,140.0,1,[26],,meco_para_12,1,ist,1,3,True,0.7355163727959698,NR,0.06937561942517344
3,ein_1,102.0,1,[27],,meco_para_12,1,ein,1,3,True,0.7355163727959698,NR,0.05054509415262636
4,Metall-_0,53.0,1,[50],,meco_para_12,1,Metall-,1,7,True,0.7355163727959698,NR,0.02626362735381566
5,oder_0,54.0,1,[42],,meco_para_12,1,oder,1,4,True,0.7355163727959698,NR,0.026759167492566897
6,"Kunststoffschild,_0",50.0,1,[49],,meco_para_12,1,"Kunststoffschild,",1,17,True,0.7355163727959698,NR,0.024777006937561942
7,das_0,,0,[],,meco_para_12,0,das,1,3,True,0.7355163727959698,NR,
8,zur_0,130.0,2,"[47, 96]",,meco_para_12,2,zur,1,3,True,0.7355163727959698,NR,0.06442021803766106
9, amtlichen_0,120.0,1,[48],,meco_para_12,1, amtlichen,1,10,True,0.7355163727959698,NR,0.05946481665014866
10,Identifizierung_0,250.0,2,"[59, 82]",,meco_para_12,2,Identifizierung,1,15,True,0.7355163727959698,NR,0.12388503468780972
11,an_0,87.0,1,[53],,meco_para_12,1,an,1,2,True,0.7355163727959698,NR,0.04311199207135778
12,einem_0,55.0,1,[61],,meco_para_12,1,einem,1,5,True,0.7355163727959698,NR,0.027254707631318136
13,Fahrzeug_0,341.0,4,"[12, 51, 52, 63]",,meco_para_12,4,Fahrzeug,1,8,True,0.7355163727959698,NR,0.16897918731417244
14,angebracht_0,235.0,2,"[66, 69]",,meco_para_12,2,angebracht,1,10,True,0.7355163727959698,NR,0.11645193260654113
15,ist._1,209.0,2,"[64, 70]",,meco_para_12,2,ist.,1,4,True,0.7355163727959698,NR,0.10356788899900891
16,In_0,137.0,2,"[39, 43]",,meco_para_12,2,In,2,2,True,0.7355163727959698,NR,0.031823461091753776
17,allen_0,,0,[],,meco_para_12,0,allen,2,5,True,0.7355163727959698,NR,
18, Landern’_0,317.0,2,"[46, 75]",,meco_para_12,2, Landern’,2,9,True,0.7355163727959698,NR,0.07363530778164924
19,sind_0,,0,[],,meco_para_12,0,sind,2,4,True,0.7355163727959698,NR,
20,solche_0,,0,[],,meco_para_12,0,solche,2,6,True,0.7355163727959698,NR,
