,word_id_orig,TRT,FixCount,scanPath,Span_word_is_in,text_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,PeructpalWoHHbId_0,115.0,2,"[29, 30]",,meco_para_12,2,PeructpalWoHHbId,1,16,False,0.15272727272727274,NR,0.06678281068524972
1,HOMep_0,128.0,1,[24],,meco_para_12,1,HOMep,1,5,False,0.15272727272727274,NR,0.0743321718931475
2,TpaHcMopTHoro§_0,,0,[],,meco_para_12,0,TpaHcMopTHoro§,1,14,False,0.15272727272727274,NR,
3,cpefcTBa_0,,0,[],,meco_para_12,0,cpefcTBa,1,8,False,0.15272727272727274,NR,
4,—_0,,0,[],,meco_para_12,0,—,1,1,False,0.15272727272727274,NR,
5,3TO_0,63.0,1,[38],,meco_para_12,1,3TO,1,3,False,0.15272727272727274,NR,0.036585365853658534
6,MeTannuyeckan_0,62.0,1,[8],,meco_para_12,1,MeTannuyeckan,1,13,False,0.15272727272727274,NR,0.036004645760743324
7,unU_0,,0,[],,meco_para_12,0,unU,1,3,False,0.15272727272727274,NR,
8,Mnactukopaa_0,274.0,3,"[14, 22, 23]",,meco_para_12,3,Mnactukopaa,1,11,False,0.15272727272727274,NR,0.15911730545876887
9,=_0,297.0,3,"[14, 20, 23]",,meco_para_12,3,=,1,1,False,0.15272727272727274,NR,0.17247386759581881
10,"Ta6nvuka,_0",165.0,3,"[13, 15, 19]",,meco_para_12,3,"Ta6nvuka,",1,9,False,0.15272727272727274,NR,0.09581881533101046
11,KOTOpaA_0,60.0,1,[28],,meco_para_12,1,KOTOpaA,1,7,False,0.15272727272727274,NR,0.03484320557491289
12,mMomeljaeTCA_0,55.0,1,[27],,meco_para_12,1,mMomeljaeTCA,1,12,False,0.15272727272727274,NR,0.03193960511033682
13,Ha_0,60.0,1,[18],,meco_para_12,1,Ha,1,2,False,0.15272727272727274,NR,0.03484320557491289
14,TpaHCNOpTHOe_0,174.0,3,"[37, 40, 56]",,meco_para_12,3,TpaHCNOpTHOe,1,12,False,0.15272727272727274,NR,0.10104529616724739
15,cpefCcTBO_0,212.0,2,"[9, 57]",,meco_para_12,2,cpefCcTBO,1,9,False,0.15272727272727274,NR,0.12311265969802555
16,B__0,,0,[],,meco_para_12,0,B,1,1,False,0.15272727272727274,NR,
17,WenAx_0,,0,[],,meco_para_12,0,WenAx,1,5,False,0.15272727272727274,NR,
18,vgeHtTugukaywn._0,57.0,1,[31],,meco_para_12,1,vgeHtTugukaywn.,1,15,False,0.15272727272727274,NR,0.033101045296167246
19,Bce_0,,0,[],,meco_para_12,0,Bce,2,3,False,0.15272727272727274,NR,
20,cTpaHbl_0,144.0,2,"[7, 12]",,meco_para_12,2,cTpaHbl,2,7,False,0.15272727272727274,NR,0.09254498714652956
21,Tpe6yloT_0,115.0,2,"[35, 42]",,meco_para_12,2,Tpe6yloT,2,8,False,0.15272727272727274,NR,0.07390745501285347
22,pervctpalWMOoHHbIX_0,120.0,2,"[36, 54]",,meco_para_12,2,pervctpalWMOoHHbIX,2,18,False,0.15272727272727274,NR,0.07712082262210797
23,3HaKOB_0,61.0,1,[58],,meco_para_12,1,3HaKOB,2,6,False,0.15272727272727274,NR,0.03920308483290488
24,AA_0,,0,[],,meco_para_12,0,AA,2,2,False,0.15272727272727274,NR,
25,TaKVX_0,,0,[],,meco_para_12,0,TaKVX,2,5,False,0.15272727272727274,NR,
26,Ha3eMHbIxX_0,,0,[],,meco_para_12,0,Ha3eMHbIxX,2,10,False,0.15272727272727274,NR,
27,TPaHCNOpTHbIX_0,224.0,2,"[32, 63]",,meco_para_12,2,TPaHCNOpTHbIX,2,13,False,0.15272727272727274,NR,0.14395886889460155
28,"CpeACTB,_0",453.0,5,"[33, 34, 43, 62, 129]",,meco_para_12,5,"CpeACTB,",2,8,False,0.15272727272727274,NR,0.2911311053984576
29,KaK_0,52.0,1,[61],,meco_para_12,1,KaK,2,3,False,0.15272727272727274,NR,0.033419023136246784
30,erKOBble_0,98.0,1,[52],,meco_para_12,1,erKOBble,2,8,False,0.15272727272727274,NR,0.06298200514138817
31,UW_0,113.0,2,"[11, 60]",,meco_para_12,2,UW,2,2,False,0.15272727272727274,NR,0.07262210796915167
32,rpy30Bble_0,110.0,2,"[41, 53]",,meco_para_12,2,rpy30Bble,2,9,False,0.15272727272727274,NR,0.07069408740359898
33,"aBTOMO6unY,_0",66.0,1,[10],,meco_para_12,1,"aBTOMO6unY,",2,11,False,0.15272727272727274,NR,0.042416452442159386
34,a_0,,0,[],,meco_para_12,0,a,2,1,False,0.15272727272727274,NR,
35,TaKKe_0,,0,[],,meco_para_12,0,TaKKe,2,5,False,0.15272727272727274,NR,
36,MOTOLWKAbI._0,,0,[],,meco_para_12,0,MOTOLWKAbI.,2,11,False,0.15272727272727274,NR,
37,O6s3aTenbHbI_0,,0,[],meco_para_12_qa_2 ,meco_para_12,0,O6s3aTenbHbI,3,12,False,0.15272727272727274,NR,
