,word_id_orig,TRT,FixCount,Scan_path,Span_word_is_in,text_id,worker_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,In_0,,0,[],meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,linkPDZxFvSspfr,0,In,1,2,True,0.07630522088353414,NR,
1,der_0,,0,[],meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,linkPDZxFvSspfr,0,der,1,3,True,0.07630522088353414,NR,
2,alten_0,,0,[],meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,linkPDZxFvSspfr,0,alten,1,5,True,0.07630522088353414,NR,
3,rémischen’_0,856.0,5,"[61, 62, 63, 64, 65]",meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,linkPDZxFvSspfr,5,rémischen’,1,10,True,0.07630522088353414,NR,0.2431818181818182
4,Religion_0,952.0,7,"[22, 23, 55, 56, 57, 60, 66]",meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,linkPDZxFvSspfr,7,Religion,1,8,True,0.07630522088353414,NR,0.27045454545454545
5,und_0,167.0,2,"[24, 58]",meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,linkPDZxFvSspfr,2,und,1,3,True,0.07630522088353414,NR,0.047443181818181815
6,Mythologie_0,218.0,3,"[25, 46, 78]",meco_para_1_qa_0 meco_para_1_qa_3 ,meco_para_1,linkPDZxFvSspfr,3,Mythologie,1,10,True,0.07630522088353414,NR,0.061931818181818185
7,ist_0,237.0,2,"[48, 49]",meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,2,ist,1,3,True,0.07630522088353414,NR,0.06732954545454546
8,Janus_0,169.0,2,"[34, 82]",meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,2,Janus,1,5,True,0.07630522088353414,NR,0.04801136363636364
9,der_1,174.0,2,"[83, 85]",meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,2,der,1,3,True,0.07630522088353414,NR,0.04943181818181818
10,Gott_0,99.0,1,[86],meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,1,Gott,1,4,True,0.07630522088353414,NR,0.028125
11,des_0,,0,[],meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,0,des,1,3,True,0.07630522088353414,NR,
12,Anfangs_0,,0,[],meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,0,Anfangs,1,7,True,0.07630522088353414,NR,
13,und_1,,0,[],meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,0,und,1,3,True,0.07630522088353414,NR,
14,der_2,342.0,2,"[52, 91]",meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,2,der,1,3,True,0.07630522088353414,NR,0.0971590909090909
15,Tore._0,306.0,3,"[6, 12, 53]",meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,3,Tore.,1,5,True,0.07630522088353414,NR,0.08693181818181818
16,Er_0,310.0,1,[10],meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,1,Er,2,2,True,0.07630522088353414,NR,0.03904773900995088
17,hat_0,456.0,2,"[44, 54]",meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,2,hat,2,3,True,0.07630522088353414,NR,0.057437964479153544
18,eine_0,204.0,1,[67],meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,1,eine,2,4,True,0.07630522088353414,NR,0.02569593147751606
19,doppelte_0,313.0,2,"[21, 68]",meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,2,doppelte,2,8,True,0.07630522088353414,NR,0.03942562035520846
20,Natur_0,1055.0,6,"[26, 27, 28, 72, 73, 77]",meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,6,Natur,2,5,True,0.07630522088353414,NR,0.13288827308225218
21,und_2,271.0,3,"[31, 75, 76]",meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,3,und,2,3,True,0.07630522088353414,NR,0.034135281521602216
22,wird_0,70.0,1,[32],meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,1,wird,2,4,True,0.07630522088353414,NR,0.008817231389343747
23,gewodhnlich_0,879.0,3,"[81, 110, 111]",meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,3,gewodhnlich,2,11,True,0.07630522088353414,NR,0.1107192341604736
24,mit_0,96.0,1,[116],meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,1,mit,2,3,True,0.07630522088353414,NR,0.012092203048242852
25,zwei_0,285.0,2,"[113, 115]",meco_para_1_qa_0 ,meco_para_1,linkPDZxFvSspfr,2,zwei,2,4,True,0.07630522088353414,NR,0.03589872779947097
26,Gesichtern_0,109.0,1,[90],,meco_para_1,linkPDZxFvSspfr,1,Gesichtern,2,10,True,0.07630522088353414,NR,0.013729688877692405
27,"dargestellt,_0",741.0,5,"[14, 16, 17, 39, 43]",,meco_para_1,linkPDZxFvSspfr,5,"dargestellt,",2,12,True,0.07630522088353414,NR,0.09333669227862451
28,da_0,779.0,3,"[18, 94, 95]",,meco_para_1,linkPDZxFvSspfr,3,da,2,2,True,0.07630522088353414,NR,0.09812318931855397
29,er_1,69.0,1,[4],,meco_para_1,linkPDZxFvSspfr,1,er,2,2,True,0.07630522088353414,NR,0.00869127094092455
30,in_1,,0,[],,meco_para_1,linkPDZxFvSspfr,0,in,2,2,True,0.07630522088353414,NR,
31,die_0,71.0,1,[20],,meco_para_1,linkPDZxFvSspfr,1,die,2,3,True,0.07630522088353414,NR,0.008943191837762942
32,Zukunft_0,326.0,2,"[30, 74]",,meco_para_1,linkPDZxFvSspfr,2,Zukunft,2,7,True,0.07630522088353414,NR,0.04106310618465802
33,und_3,94.0,1,[688],,meco_para_1,linkPDZxFvSspfr,1,und,2,3,True,0.07630522088353414,NR,0.011840282151404459
34,in_2,,0,[],,meco_para_1,linkPDZxFvSspfr,0,in,2,2,True,0.07630522088353414,NR,
35,die_1,,0,[],,meco_para_1,linkPDZxFvSspfr,0,die,2,3,True,0.07630522088353414,NR,
36,Vergangenheit_0,1556.0,7,"[112, 231, 722, 726, 727, 728, 744]",,meco_para_1,linkPDZxFvSspfr,7,Vergangenheit,2,13,True,0.07630522088353414,NR,0.19599445774026955
37, blickt._0,255.0,2,"[118, 723]",,meco_para_1,linkPDZxFvSspfr,2, blickt.,2,8,True,0.07630522088353414,NR,0.032119914346895075
38,Janus_1,109.0,1,[119],,meco_para_1,linkPDZxFvSspfr,1,Janus,3,5,True,0.07630522088353414,NR,0.016413190784520405
39,Uberwachte_0,627.0,3,"[15, 51, 89]",,meco_para_1,linkPDZxFvSspfr,3,Uberwachte,3,10,True,0.07630522088353414,NR,0.09441349194398434
40,den_0,875.0,3,"[38, 40, 93]",,meco_para_1,linkPDZxFvSspfr,3,den,3,3,True,0.07630522088353414,NR,0.13175726547206745
41,Beginn_0,,0,[],,meco_para_1,linkPDZxFvSspfr,0,Beginn,3,6,True,0.07630522088353414,NR,
42,und_4,,0,[],,meco_para_1,linkPDZxFvSspfr,0,und,3,3,True,0.07630522088353414,NR,
43,das_0,,0,[],,meco_para_1,linkPDZxFvSspfr,0,das,3,3,True,0.07630522088353414,NR,
44,Ende_0,337.0,1,[104],,meco_para_1,linkPDZxFvSspfr,1,Ende,3,4,True,0.07630522088353414,NR,0.05074536967324198
45,von_0,115.0,1,[253],,meco_para_1,linkPDZxFvSspfr,1,von,3,3,True,0.07630522088353414,NR,0.017316669176328865
46,Konflikten_0,799.0,5,"[105, 108, 109, 255, 687]",,meco_para_1,linkPDZxFvSspfr,5,Konflikten,3,10,True,0.07630522088353414,NR,0.1203132058424936
47,und_5,,0,[],,meco_para_1,linkPDZxFvSspfr,0,und,3,3,True,0.07630522088353414,NR,
48,damit_0,1023.0,3,"[720, 729, 738]",,meco_para_1,linkPDZxFvSspfr,3,damit,3,5,True,0.07630522088353414,NR,0.15404306580334287
49,auch_0,1781.0,7,"[117, 464, 709, 710, 721, 724, 725]",,meco_para_1,linkPDZxFvSspfr,7,auch,3,4,True,0.07630522088353414,NR,0.2681825026351453
50,Krieg_0,186.0,2,"[232, 743]",,meco_para_1,linkPDZxFvSspfr,2,Krieg,3,5,True,0.07630522088353414,NR,0.02800783014606234
51,und_6,789.0,2,"[121, 278]",,meco_para_1,linkPDZxFvSspfr,2,und,3,3,True,0.07630522088353414,NR,0.11880740852281282
52,Frieden._0,,0,[],meco_para_1_qa_2 ,meco_para_1,linkPDZxFvSspfr,0,Frieden.,3,8,True,0.07630522088353414,NR,
53,Die_2,,0,[],meco_para_1_qa_2 ,meco_para_1,linkPDZxFvSspfr,0,Die,4,3,True,0.07630522088353414,NR,
54,Turen_0,,0,[],meco_para_1_qa_2 ,meco_para_1,linkPDZxFvSspfr,0,Turen,4,5,True,0.07630522088353414,NR,
55,seines_0,,0,[],meco_para_1_qa_2 ,meco_para_1,linkPDZxFvSspfr,0,seines,4,6,True,0.07630522088353414,NR,
56,Tempels_0,69.0,1,[449],meco_para_1_qa_2 ,meco_para_1,linkPDZxFvSspfr,1,Tempels,4,7,True,0.07630522088353414,NR,0.011513432337727348
57,waren_0,69.0,1,[250],meco_para_1_qa_2 ,meco_para_1,linkPDZxFvSspfr,1,waren,4,5,True,0.07630522088353414,NR,0.011513432337727348
58,in_3,105.0,1,[251],meco_para_1_qa_2 ,meco_para_1,linkPDZxFvSspfr,1,in,4,2,True,0.07630522088353414,NR,0.017520440513932922
59,Kriegszeiten_0,1434.0,8,"[258, 265, 266, 706, 716, 717, 718, 719]",meco_para_1_qa_2 ,meco_para_1,linkPDZxFvSspfr,8,Kriegszeiten,4,12,True,0.07630522088353414,NR,0.23927915901885533
60,gedffnet_0,1126.0,6,"[459, 460, 461, 730, 732, 737]",meco_para_1_qa_2 ,meco_para_1,linkPDZxFvSspfr,6,gedffnet,4,8,True,0.07630522088353414,NR,0.18788586684465208
61,und_7,1206.0,7,"[463, 465, 739, 741, 742, 745, 746]",meco_para_1_qa_2 ,meco_para_1,linkPDZxFvSspfr,7,und,4,3,True,0.07630522088353414,NR,0.2012347739028867
