,word_id_orig,TRT,FixCount,scanPath,Span_word_is_in,text_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,La_0,,0,[],,meco_para_12,0,La,1,2,True,0.1362397820163488,NR,
1,patente_0,,0,[],,meco_para_12,0,patente,1,7,True,0.1362397820163488,NR,
2,de_0,,0,[],,meco_para_12,0,de,1,2,True,0.1362397820163488,NR,
3,un_0,145.0,2,"[361, 362]",,meco_para_12,2,un,1,2,True,0.1362397820163488,NR,0.10845175766641735
4,vehiculo_0,68.0,1,[366],,meco_para_12,1,vehiculo,1,8,True,0.1362397820163488,NR,0.050860134629768135
5,es_0,,0,[],,meco_para_12,0,es,1,2,True,0.1362397820163488,NR,
6,una_0,,0,[],,meco_para_12,0,una,1,3,True,0.1362397820163488,NR,
7,placa_0,,0,[],,meco_para_12,0,placa,1,5,True,0.1362397820163488,NR,
8,de_1,,0,[],,meco_para_12,0,de,1,2,True,0.1362397820163488,NR,
9,metal_0,,0,[],,meco_para_12,0,metal,1,5,True,0.1362397820163488,NR,
10,o_0,,0,[],,meco_para_12,0,o,1,1,True,0.1362397820163488,NR,
11, plastico_0,,0,[],,meco_para_12,0, plastico,1,9,True,0.1362397820163488,NR,
12,fijada_0,,0,[],,meco_para_12,0,fijada,1,6,True,0.1362397820163488,NR,
13,al_0,,0,[],,meco_para_12,0,al,1,2,True,0.1362397820163488,NR,
14,vehiculo_1,,0,[],,meco_para_12,0,vehiculo,1,8,True,0.1362397820163488,NR,
15,con_0,,0,[],,meco_para_12,0,con,1,3,True,0.1362397820163488,NR,
16,el_0,,0,[],,meco_para_12,0,el,1,2,True,0.1362397820163488,NR,
17,propdsito_0,,0,[],,meco_para_12,0,propdsito,1,9,True,0.1362397820163488,NR,
18,de_2,412.0,3,"[343, 345, 346]",,meco_para_12,3,de,1,2,True,0.1362397820163488,NR,0.3081525804038893
19,identificacién_0,264.0,3,"[347, 363, 365]",,meco_para_12,3,identificacién,1,14,True,0.1362397820163488,NR,0.1974569932685116
20,oficial_0,,0,[],,meco_para_12,0,oficial,1,7,True,0.1362397820163488,NR,
21,Todos_0,,0,[],,meco_para_12,0,Todos,1,5,True,0.1362397820163488,NR,
22,los_0,,0,[],,meco_para_12,0,los,1,3,True,0.1362397820163488,NR,
23,paises_0,,0,[],,meco_para_12,0,paises,1,6,True,0.1362397820163488,NR,
24,requieren_0,,0,[],,meco_para_12,0,requieren,1,9,True,0.1362397820163488,NR,
25,patentes_0,,0,[],,meco_para_12,0,patentes,1,8,True,0.1362397820163488,NR,
26,para_0,,0,[],,meco_para_12,0,para,1,4,True,0.1362397820163488,NR,
27,vehiculos_0,,0,[],,meco_para_12,0,vehiculos,1,9,True,0.1362397820163488,NR,
28,como_0,,0,[],,meco_para_12,0,como,1,4,True,0.1362397820163488,NR,
29,"autos,_0",,0,[],,meco_para_12,0,"autos,",1,6,True,0.1362397820163488,NR,
30,camiones_0,448.0,2,"[341, 364]",,meco_para_12,2,camiones,1,8,True,0.1362397820163488,NR,0.33507853403141363
31,y_0,,0,[],,meco_para_12,0,y,1,1,True,0.1362397820163488,NR,
32,motocicletas._0,,0,[],,meco_para_12,0,motocicletas.,1,13,True,0.1362397820163488,NR,
33,Su_0,,0,[],,meco_para_12,0,Su,2,2,True,0.1362397820163488,NR,
34, requerimiento_0,,0,[],,meco_para_12,0, requerimiento,2,14,True,0.1362397820163488,NR,
35,para_1,,0,[],,meco_para_12,0,para,2,4,True,0.1362397820163488,NR,
36,otros_0,,0,[],,meco_para_12,0,otros,2,5,True,0.1362397820163488,NR,
37,vehiculos_1,,0,[],,meco_para_12,0,vehiculos,2,9,True,0.1362397820163488,NR,
38,como_1,,0,[],,meco_para_12,0,como,2,4,True,0.1362397820163488,NR,
39,"bicicletas,_0",,0,[],meco_para_12_qa_2 ,meco_para_12,0,"bicicletas,",2,11,True,0.1362397820163488,NR,
40,botes_0,407.0,1,[342],meco_para_12_qa_2 ,meco_para_12,1,botes,2,5,True,0.1362397820163488,NR,0.28621659634317864
41,o_1,575.0,2,"[335, 340]",meco_para_12_qa_2 ,meco_para_12,2,o,2,1,True,0.1362397820163488,NR,0.40436005625879046
42,tractores_0,305.0,1,[338],meco_para_12_qa_2 ,meco_para_12,1,tractores,2,9,True,0.1362397820163488,NR,0.21448663853727146
43,puede_0,,0,[],meco_para_12_qa_2 ,meco_para_12,0,puede,2,5,True,0.1362397820163488,NR,
44,variar_0,,0,[],meco_para_12_qa_2 ,meco_para_12,0,variar,2,6,True,0.1362397820163488,NR,
45,por_0,,0,[],meco_para_12_qa_2 ,meco_para_12,0,por,2,3,True,0.1362397820163488,NR,
46,jurisdiccién._0,135.0,1,[43],meco_para_12_qa_2 ,meco_para_12,1,jurisdiccién.,2,13,True,0.1362397820163488,NR,0.0949367088607595
47,El_1,,0,[],,meco_para_12,0,El,3,2,True,0.1362397820163488,NR,
48,identificador_0,,0,[],,meco_para_12,0,identificador,3,13,True,0.1362397820163488,NR,
49,de_3,,0,[],,meco_para_12,0,de,3,2,True,0.1362397820163488,NR,
50,registro_0,,0,[],,meco_para_12,0,registro,3,8,True,0.1362397820163488,NR,
51,es_1,,0,[],,meco_para_12,0,es,3,2,True,0.1362397820163488,NR,
52,una_1,,0,[],meco_para_12_qa_3 ,meco_para_12,0,una,3,3,True,0.1362397820163488,NR,
53,serie_0,,0,[],meco_para_12_qa_3 ,meco_para_12,0,serie,3,5,True,0.1362397820163488,NR,
54,de_4,213.0,1,[339],meco_para_12_qa_3 ,meco_para_12,1,de,3,2,True,0.1362397820163488,NR,0.10990712074303406
55,letras_0,928.0,3,"[333, 334, 337]",meco_para_12_qa_3 ,meco_para_12,3,letras,3,6,True,0.1362397820163488,NR,0.478844169246646
56,o_2,,0,[],meco_para_12_qa_3 ,meco_para_12,0,o,3,1,True,0.1362397820163488,NR,
57,ntmeros_0,103.0,1,[332],meco_para_12_qa_3 ,meco_para_12,1,ntmeros,3,7,True,0.1362397820163488,NR,0.053147574819401446
58,que_0,,0,[],,meco_para_12,0,que,3,3,True,0.1362397820163488,NR,
59,identifican_0,,0,[],,meco_para_12,0,identifican,3,11,True,0.1362397820163488,NR,
60,Unicamente_0,,0,[],,meco_para_12,0,Unicamente,3,10,True,0.1362397820163488,NR,
61,al_1,,0,[],,meco_para_12,0,al,3,2,True,0.1362397820163488,NR,
62,duefio_0,,0,[],,meco_para_12,0,duefio,3,6,True,0.1362397820163488,NR,
63,de_5,,0,[],,meco_para_12,0,de,3,2,True,0.1362397820163488,NR,
64,un_1,,0,[],,meco_para_12,0,un,3,2,True,0.1362397820163488,NR,
65,vehiculo_2,,0,[],,meco_para_12,0,vehiculo,3,8,True,0.1362397820163488,NR,
66,dentro_0,240.0,1,[32],,meco_para_12,1,dentro,3,6,True,0.1362397820163488,NR,0.1238390092879257
67,de_6,148.0,2,"[35, 336]",,meco_para_12,2,de,3,2,True,0.1362397820163488,NR,0.07636738906088751
68,la__0,73.0,1,[36],,meco_para_12,1,la,3,2,True,0.1362397820163488,NR,0.037667698658410735
69,regidn_0,,0,[],,meco_para_12,0,regidn,3,6,True,0.1362397820163488,NR,
70,del_0,,0,[],,meco_para_12,0,del,3,3,True,0.1362397820163488,NR,
71,registro_1,,0,[],,meco_para_12,0,registro,3,8,True,0.1362397820163488,NR,
72,del_1,,0,[],,meco_para_12,0,del,3,3,True,0.1362397820163488,NR,
73,vehiculo._3,233.0,2,"[42, 48]",,meco_para_12,2,vehiculo.,3,9,True,0.1362397820163488,NR,0.12022703818369453
74,En_0,195.0,2,"[45, 47]",,meco_para_12,2,En,4,2,True,0.1362397820163488,NR,0.061669829222011384
75,algunos_0,,0,[],,meco_para_12,0,algunos,4,7,True,0.1362397820163488,NR,
76,"paises,_1",,0,[],,meco_para_12,0,"paises,",4,7,True,0.1362397820163488,NR,
77,el_2,,0,[],,meco_para_12,0,el,4,2,True,0.1362397820163488,NR,
78,identificador_1,,0,[],,meco_para_12,0,identificador,4,13,True,0.1362397820163488,NR,
79,es_2,,0,[],,meco_para_12,0,es,4,2,True,0.1362397820163488,NR,
80,Unico_0,541.0,4,"[10, 11, 33, 34]",,meco_para_12,4,Unico,4,5,True,0.1362397820163488,NR,0.1710942441492726
81,en_1,107.0,1,[13],,meco_para_12,1,en,4,2,True,0.1362397820163488,NR,0.033839342188488296
82,todo_0,295.0,3,"[14, 15, 37]",,meco_para_12,3,todo,4,4,True,0.1362397820163488,NR,0.09329538266919671
83,el_3,126.0,2,"[62, 331]",,meco_para_12,2,el,4,2,True,0.1362397820163488,NR,0.03984819734345351
84,"pais,_0",241.0,2,"[64, 65]",,meco_para_12,2,"pais,",4,5,True,0.1362397820163488,NR,0.07621758380771664
85,mientras_0,207.0,2,"[17, 67]",,meco_para_12,2,mientras,4,8,True,0.1362397820163488,NR,0.06546489563567362
86,"que,_1",137.0,1,[20],,meco_para_12,1,"que,",4,4,True,0.1362397820163488,NR,0.0433270082226439
87,en_2,,0,[],,meco_para_12,0,en,4,2,True,0.1362397820163488,NR,
88,"otros,_1",104.0,1,[74],,meco_para_12,1,"otros,",4,6,True,0.1362397820163488,NR,0.03289057558507274
89,es_3,236.0,2,"[46, 75]",,meco_para_12,2,es,4,2,True,0.1362397820163488,NR,0.07463630613535736
90,Unico_1,,0,[],,meco_para_12,0,Unico,4,5,True,0.1362397820163488,NR,
91,dentro_1,,0,[],meco_para_12_qa_0 ,meco_para_12,0,dentro,4,6,True,0.1362397820163488,NR,
92,de_7,,0,[],meco_para_12_qa_0 ,meco_para_12,0,de,4,2,True,0.1362397820163488,NR,
