,word_id_orig,TRT,FixCount,Scan_path,Span_word_is_in,text_id,worker_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,Ein_0,272.0,3,"[37, 40, 51]",,meco_para_12,ARI8BJPHVDHD8,3,Ein,1,3,False,0.7188940092165899,NR,0.288135593220339
1,Fahrzeugkennzeichen_0,136.0,2,"[39, 56]",,meco_para_12,ARI8BJPHVDHD8,2,Fahrzeugkennzeichen,1,19,False,0.7188940092165899,NR,0.1440677966101695
2,ist_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,ist,1,3,False,0.7188940092165899,NR,
3,ein_1,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,ein,1,3,False,0.7188940092165899,NR,
4,Metall-_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,Metall-,1,7,False,0.7188940092165899,NR,
5,oder_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,oder,1,4,False,0.7188940092165899,NR,
6,"Kunststoffschild,_0",300.0,4,"[13, 23, 43, 60]",,meco_para_12,ARI8BJPHVDHD8,4,"Kunststoffschild,",1,17,False,0.7188940092165899,NR,0.3177966101694915
7,das_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,das,1,3,False,0.7188940092165899,NR,
8,zur_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,zur,1,3,False,0.7188940092165899,NR,
9, amtlichen_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0, amtlichen,1,10,False,0.7188940092165899,NR,
10,Identifizierung_0,236.0,2,"[21, 38]",,meco_para_12,ARI8BJPHVDHD8,2,Identifizierung,1,15,False,0.7188940092165899,NR,0.25
11,an_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,an,1,2,False,0.7188940092165899,NR,
12,einem_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,einem,1,5,False,0.7188940092165899,NR,
13,Fahrzeug_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,Fahrzeug,1,8,False,0.7188940092165899,NR,
14,angebracht_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,angebracht,1,10,False,0.7188940092165899,NR,
15,ist._1,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,ist.,1,4,False,0.7188940092165899,NR,
16,In_0,383.0,3,"[27, 42, 46]",,meco_para_12,ARI8BJPHVDHD8,3,In,2,2,False,0.7188940092165899,NR,0.24317460317460318
17,allen_0,102.0,1,[61],,meco_para_12,ARI8BJPHVDHD8,1,allen,2,5,False,0.7188940092165899,NR,0.06476190476190476
18, Landern’_0,69.0,1,[17],,meco_para_12,ARI8BJPHVDHD8,1, Landern’,2,9,False,0.7188940092165899,NR,0.04380952380952381
19,sind_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,sind,2,4,False,0.7188940092165899,NR,
20,solche_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,solche,2,6,False,0.7188940092165899,NR,
21,Kennzeichen_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,Kennzeichen,2,11,False,0.7188940092165899,NR,
22,fiir_0,69.0,1,[55],,meco_para_12,ARI8BJPHVDHD8,1,fiir,2,4,False,0.7188940092165899,NR,0.04380952380952381
23,Stra&enfahrzeuge_0,69.0,1,[57],,meco_para_12,ARI8BJPHVDHD8,1,Stra&enfahrzeuge,2,16,False,0.7188940092165899,NR,0.04380952380952381
24,wie_0,,0,[],,meco_para_12,ARI8BJPHVDHD8,0,wie,2,3,False,0.7188940092165899,NR,
25,"Autos,_0",,0,[],,meco_para_12,ARI8BJPHVDHD8,0,"Autos,",2,6,False,0.7188940092165899,NR,
26,Lastwagen_0,368.0,3,"[3, 24, 31]",,meco_para_12,ARI8BJPHVDHD8,3,Lastwagen,2,9,False,0.7188940092165899,NR,0.23365079365079366
27,und_0,303.0,3,"[30, 33, 44]",,meco_para_12,ARI8BJPHVDHD8,3,und,2,3,False,0.7188940092165899,NR,0.19238095238095237
28,Motorrader_0,139.0,2,"[18, 36]",,meco_para_12,ARI8BJPHVDHD8,2,Motorrader,2,10,False,0.7188940092165899,NR,0.08825396825396825
29,erforderlich._0,73.0,1,[49],,meco_para_12,ARI8BJPHVDHD8,1,erforderlich.,2,13,False,0.7188940092165899,NR,0.04634920634920635
30,Ob_0,,0,[],meco_para_12_qa_2 ,meco_para_12,ARI8BJPHVDHD8,0,Ob,3,2,False,0.7188940092165899,NR,
31,sie_0,,0,[],meco_para_12_qa_2 ,meco_para_12,ARI8BJPHVDHD8,0,sie,3,3,False,0.7188940092165899,NR,
32,fir_0,,0,[],meco_para_12_qa_2 ,meco_para_12,ARI8BJPHVDHD8,0,fir,3,3,False,0.7188940092165899,NR,
33,andere_0,,0,[],meco_para_12_qa_2 ,meco_para_12,ARI8BJPHVDHD8,0,andere,3,6,False,0.7188940092165899,NR,
34,Fahrzeuge_0,,0,[],meco_para_12_qa_2 ,meco_para_12,ARI8BJPHVDHD8,0,Fahrzeuge,3,9,False,0.7188940092165899,NR,
35,wie_1,,0,[],meco_para_12_qa_2 ,meco_para_12,ARI8BJPHVDHD8,0,wie,3,3,False,0.7188940092165899,NR,
36,"Fahrrader,_0",271.0,4,"[4, 58, 59, 85]",meco_para_12_qa_2 ,meco_para_12,ARI8BJPHVDHD8,4,"Fahrrader,",3,10,False,0.7188940092165899,NR,0.19301994301994302
37,Boote_0,424.0,6,"[2, 5, 6, 25, 26, 32]",meco_para_12_qa_2 ,meco_para_12,ARI8BJPHVDHD8,6,Boote,3,5,False,0.7188940092165899,NR,0.301994301994302
38,oder_1,370.0,4,"[28, 34, 45, 62]",meco_para_12_qa_2 ,meco_para_12,ARI8BJPHVDHD8,4,oder,3,4,False,0.7188940092165899,NR,0.26353276353276356
39,Traktoren’_0,204.0,2,"[29, 35]",meco_para_12_qa_2 ,meco_para_12,ARI8BJPHVDHD8,2,Traktoren’,3,10,False,0.7188940092165899,NR,0.1452991452991453
40,erforderlich_1,67.0,1,[48],meco_para_12_qa_2 ,meco_para_12,ARI8BJPHVDHD8,1,erforderlich,3,12,False,0.7188940092165899,NR,0.04772079772079772
41,—_0,,0,[],meco_para_12_qa_2 ,meco_para_12,ARI8BJPHVDHD8,0,—,3,1,False,0.7188940092165899,NR,
