,word_id_orig,TRT,FixCount,Scan_path,Span_word_is_in,text_id,worker_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,La_0,66.0,1,[5],,meco_para_12,A2HAI9YUY0XSUD,1,La,1,2,True,0.16417910447761194,NR,0.026993865030674847
1,patente_0,374.0,3,"[20, 420, 497]",,meco_para_12,A2HAI9YUY0XSUD,3,patente,1,7,True,0.16417910447761194,NR,0.15296523517382413
2,de_0,102.0,1,[26],,meco_para_12,A2HAI9YUY0XSUD,1,de,1,2,True,0.16417910447761194,NR,0.04171779141104295
3,un_0,,0,[],,meco_para_12,A2HAI9YUY0XSUD,0,un,1,2,True,0.16417910447761194,NR,
4,vehiculo_0,,0,[],,meco_para_12,A2HAI9YUY0XSUD,0,vehiculo,1,8,True,0.16417910447761194,NR,
5,es_0,,0,[],,meco_para_12,A2HAI9YUY0XSUD,0,es,1,2,True,0.16417910447761194,NR,
6,una_0,66.0,1,[417],,meco_para_12,A2HAI9YUY0XSUD,1,una,1,3,True,0.16417910447761194,NR,0.026993865030674847
7,placa_0,136.0,1,[415],,meco_para_12,A2HAI9YUY0XSUD,1,placa,1,5,True,0.16417910447761194,NR,0.05562372188139059
8,de_1,69.0,1,[501],,meco_para_12,A2HAI9YUY0XSUD,1,de,1,2,True,0.16417910447761194,NR,0.02822085889570552
9,metal_0,406.0,5,"[12, 502, 503, 504, 506]",,meco_para_12,A2HAI9YUY0XSUD,5,metal,1,5,True,0.16417910447761194,NR,0.16605316973415132
10,o_0,,0,[],,meco_para_12,A2HAI9YUY0XSUD,0,o,1,1,True,0.16417910447761194,NR,
11, plastico_0,103.0,1,[13],,meco_para_12,A2HAI9YUY0XSUD,1, plastico,1,9,True,0.16417910447761194,NR,0.04212678936605317
12,fijada_0,135.0,1,[15],,meco_para_12,A2HAI9YUY0XSUD,1,fijada,1,6,True,0.16417910447761194,NR,0.05521472392638037
13,al_0,,0,[],,meco_para_12,A2HAI9YUY0XSUD,0,al,1,2,True,0.16417910447761194,NR,
14,vehiculo_1,206.0,2,"[16, 18]",,meco_para_12,A2HAI9YUY0XSUD,2,vehiculo,1,8,True,0.16417910447761194,NR,0.08425357873210634
15,con_0,171.0,2,"[21, 23]",,meco_para_12,A2HAI9YUY0XSUD,2,con,1,3,True,0.16417910447761194,NR,0.06993865030674846
16,el_0,238.0,2,"[24, 419]",,meco_para_12,A2HAI9YUY0XSUD,2,el,1,2,True,0.16417910447761194,NR,0.09734151329243354
