,word_id_orig,TRT,FixCount,Scan_path,Span_word_is_in,text_id,worker_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,Ein_0,,0,[],,meco_para_12,A2M6A3N739QEBR,0,Ein,1,3,True,0.6901960784313725,NR,
1,Fahrzeugkennzeichen_0,347.0,4,"[19, 20, 49, 53]",,meco_para_12,A2M6A3N739QEBR,4,Fahrzeugkennzeichen,1,19,True,0.6901960784313725,NR,0.17026496565260058
2,ist_0,,0,[],,meco_para_12,A2M6A3N739QEBR,0,ist,1,3,True,0.6901960784313725,NR,
3,ein_1,,0,[],,meco_para_12,A2M6A3N739QEBR,0,ein,1,3,True,0.6901960784313725,NR,
4,Metall-_0,304.0,1,[60],,meco_para_12,A2M6A3N739QEBR,1,Metall-,1,7,True,0.6901960784313725,NR,0.1491658488714426
5,oder_0,170.0,2,"[10, 27]",,meco_para_12,A2M6A3N739QEBR,2,oder,1,4,True,0.6901960784313725,NR,0.08341511285574092
6,"Kunststoffschild,_0",,0,[],,meco_para_12,A2M6A3N739QEBR,0,"Kunststoffschild,",1,17,True,0.6901960784313725,NR,
7,das_0,,0,[],,meco_para_12,A2M6A3N739QEBR,0,das,1,3,True,0.6901960784313725,NR,
8,zur_0,,0,[],,meco_para_12,A2M6A3N739QEBR,0,zur,1,3,True,0.6901960784313725,NR,
9, amtlichen_0,,0,[],,meco_para_12,A2M6A3N739QEBR,0, amtlichen,1,10,True,0.6901960784313725,NR,
10,Identifizierung_0,199.0,2,"[48, 70]",,meco_para_12,A2M6A3N739QEBR,2,Identifizierung,1,15,True,0.6901960784313725,NR,0.09764474975466143
11,an_0,136.0,1,[52],,meco_para_12,A2M6A3N739QEBR,1,an,1,2,True,0.6901960784313725,NR,0.06673209028459273
12,einem_0,74.0,1,[33],,meco_para_12,A2M6A3N739QEBR,1,einem,1,5,True,0.6901960784313725,NR,0.03631010794896958
13,Fahrzeug_0,668.0,6,"[24, 37, 38, 54, 55, 72]",,meco_para_12,A2M6A3N739QEBR,6,Fahrzeug,1,8,True,0.6901960784313725,NR,0.3277723258096173
14,angebracht_0,140.0,2,"[56, 63]",,meco_para_12,A2M6A3N739QEBR,2,angebracht,1,10,True,0.6901960784313725,NR,0.06869479882237488
15,ist._1,,0,[],,meco_para_12,A2M6A3N739QEBR,0,ist.,1,4,True,0.6901960784313725,NR,
16,In_0,,0,[],,meco_para_12,A2M6A3N739QEBR,0,In,2,2,True,0.6901960784313725,NR,
17,allen_0,74.0,1,[11],,meco_para_12,A2M6A3N739QEBR,1,allen,2,5,True,0.6901960784313725,NR,0.05465288035450517
18, Landern’_0,,0,[],,meco_para_12,A2M6A3N739QEBR,0, Landern’,2,9,True,0.6901960784313725,NR,
19,sind_0,,0,[],,meco_para_12,A2M6A3N739QEBR,0,sind,2,4,True,0.6901960784313725,NR,
