debugP60AD8:debugWLQ20K,initialized,0,,1661331995093
debugP60AD8:debugWLQ20K,window_resize,0,"[1024, 768]",1661331995093
debugZ9GP47:debug0UFCQ0,initialized,0,,1661332515057
debugZ9GP47:debug0UFCQ0,window_resize,0,"[1024, 768]",1661332515057
debugZ9GP47:debug0UFCQ0,focus,48344,on,1661332563401
debugZ9GP47:debug0UFCQ0,focus,0,on,1661332563401
debugZ9GP47:debug0UFCQ0,window_resize,191,"[1024, 768]",1661332563592
debugZ9GP47:debug0UFCQ0,window_resize,1,"[1024, 768]",1661332563593
debugRTJGSN:debugD6TCVV,initialized,0,,1661330642016
debugRTJGSN:debugD6TCVV,window_resize,0,"[1024, 768]",1661330642016
AZD5EFRI6AB7X:3YDTZAI2W9B419EY3R8XW6D5EPS14Y,initialized,0,,1661332791527
AZD5EFRI6AB7X:3YDTZAI2W9B419EY3R8XW6D5EPS14Y,window_resize,0,"[784, 492]",1661332791527
debug5FUYCL:debugZ18NMO,initialized,0,,1661331071070
debug5FUYCL:debugZ18NMO,window_resize,0,"[1024, 768]",1661331071070
A1PV9LINP0Q5WL:3Z2R0DQ0JT9TIWTNB1KOABZ1JJZE2V,initialized,0,,1661332878623
A1PV9LINP0Q5WL:3Z2R0DQ0JT9TIWTNB1KOABZ1JJZE2V,window_resize,0,"[1024, 660]",1661332878623
A1PV9LINP0Q5WL:3Z2R0DQ0JT9TIWTNB1KOABZ1JJZE2V,focus,20557,off,1661332899180
A1PV9LINP0Q5WL:3Z2R0DQ0JT9TIWTNB1KOABZ1JJZE2V,focus,1,off,1661332899181
A1PV9LINP0Q5WL:3Z2R0DQ0JT9TIWTNB1KOABZ1JJZE2V,focus,33870,on,1661332933051
A1PV9LINP0Q5WL:3Z2R0DQ0JT9TIWTNB1KOABZ1JJZE2V,focus,0,on,1661332933051
AUP384CF5PM8P:3WMINLGALNY3Q14DSP78Q5IWBDDCA7,initialized,0,,1661541187148
AUP384CF5PM8P:3WMINLGALNY3Q14DSP78Q5IWBDDCA7,window_resize,0,"[1024, 660]",1661541187148
AUP384CF5PM8P:3WMINLGALNY3Q14DSP78Q5IWBDDCA7,focus,28259,off,1661541215407
AUP384CF5PM8P:3WMINLGALNY3Q14DSP78Q5IWBDDCA7,focus,0,off,1661541215407
AUP384CF5PM8P:3WMINLGALNY3Q14DSP78Q5IWBDDCA7,focus,27113,on,1661541242520
AUP384CF5PM8P:3WMINLGALNY3Q14DSP78Q5IWBDDCA7,focus,0,on,1661541242520
AUP384CF5PM8P:3WMINLGALNY3Q14DSP78Q5IWBDDCA7,focus,3378,off,1661541245898
AUP384CF5PM8P:3WMINLGALNY3Q14DSP78Q5IWBDDCA7,focus,0,off,1661541245898
AUP384CF5PM8P:3WMINLGALNY3Q14DSP78Q5IWBDDCA7,focus,12871,on,1661541258769
AUP384CF5PM8P:3WMINLGALNY3Q14DSP78Q5IWBDDCA7,focus,4,on,1661541258773
A3MM9OMM7UJ20U:3IAEQB9FMQFA26DUTQYBS0X5OVWWD4,initialized,0,,1661533934109
A3MM9OMM7UJ20U:3IAEQB9FMQFA26DUTQYBS0X5OVWWD4,window_resize,0,"[1024, 660]",1661533934109
debug9KFET3:debug8YGO07,initialized,0,,1661524722735
debug9KFET3:debug8YGO07,window_resize,1,"[1024, 671]",1661524722736
debug9KFET3:debug8YGO07,focus,147,off,1661524722883
debug9KFET3:debug8YGO07,focus,0,off,1661524722883
debug9KFET3:debug8YGO07,focus,321,on,1661524723204
debug9KFET3:debug8YGO07,focus,0,on,1661524723204
debug9KFET3:debug8YGO07,focus,1065,off,1661524724269
debug9KFET3:debug8YGO07,focus,0,off,1661524724269
debug9KFET3:debug8YGO07,focus,4555,on,1661524728824
debug9KFET3:debug8YGO07,focus,0,on,1661524728824
debug9KFET3:debug8YGO07,focus,39561,off,1661524768385
debug9KFET3:debug8YGO07,focus,0,off,1661524768385
debug9KFET3:debug8YGO07,focus,1276,on,1661524769661
debug9KFET3:debug8YGO07,focus,0,on,1661524769661
debug9KFET3:debug8YGO07,window_resize,14127,"[1920, 1080]",1661524783788
debug9KFET3:debug8YGO07,window_resize,1,"[1920, 1080]",1661524783789
debug9KFET3:debug8YGO07,focus,83069,off,1661524866858
debug9KFET3:debug8YGO07,focus,0,off,1661524866858
debug9KFET3:debug8YGO07,focus,3748,on,1661524870606
debug9KFET3:debug8YGO07,focus,0,on,1661524870606
debug9KFET3:debug8YGO07,focus,8230,off,1661524878836
debug9KFET3:debug8YGO07,focus,0,off,1661524878836
debug9KFET3:debug8YGO07,focus,1485,on,1661524880321
debug9KFET3:debug8YGO07,focus,0,on,1661524880321
A1QTW0KW1JS4M3:3OUYGIZWRJTQJDFZ5SWLLZ5Q1Y60PK,initialized,0,,1661400866369
A1QTW0KW1JS4M3:3OUYGIZWRJTQJDFZ5SWLLZ5Q1Y60PK,window_resize,0,"[1024, 660]",1661400866369
A1QTW0KW1JS4M3:3OUYGIZWRJTQJDFZ5SWLLZ5Q1Y60PK,window_resize,956269,"[1366, 676]",1661401822638
A1QTW0KW1JS4M3:3OUYGIZWRJTQJDFZ5SWLLZ5Q1Y60PK,window_resize,0,"[1366, 676]",1661401822638
A22PUP316Q7XLE:3IO1LGZLKLS0RW2XL0AR8EKRP4H86O,initialized,0,,1661540157747
A22PUP316Q7XLE:3IO1LGZLKLS0RW2XL0AR8EKRP4H86O,window_resize,0,"[1517, 694]",1661540157747
A22PUP316Q7XLE:3IO1LGZLKLS0RW2XL0AR8EKRP4H86O,window_resize,10999,"[2732, 1250]",1661540168746
A22PUP316Q7XLE:3IO1LGZLKLS0RW2XL0AR8EKRP4H86O,window_resize,1,"[2732, 1250]",1661540168747
A22PUP316Q7XLE:3IO1LGZLKLS0RW2XL0AR8EKRP4H86O,window_resize,549,"[1821, 833]",1661540169296
A22PUP316Q7XLE:3IO1LGZLKLS0RW2XL0AR8EKRP4H86O,window_resize,1,"[1821, 833]",1661540169297
A22PUP316Q7XLE:3IO1LGZLKLS0RW2XL0AR8EKRP4H86O,window_resize,525,"[1707, 781]",1661540169822
